"","data","codigo","id","desc1","desc2","valor_brl","saldo","tipo"
"50",2022-11-01,"beneficio flash",NA,"entrada",NA,700,NA,"cartao_flash"
"51",2022-11-01,"mercearia sao pedro",NA,"restaurante",NA,-145.64,NA,"cartao_flash"
"52",2022-11-03,"west market",NA,"supermercado",NA,-45.87,NA,"cartao_flash"
"53",2022-11-04,"pao de acucar",NA,"supermercado",NA,-240.37,NA,"cartao_flash"
"54",2022-11-08,"bela madalena",NA,"padaria",NA,-23.94,NA,"cartao_flash"
"55",2022-11-09,"west market",NA,"supermercado",NA,-21.5,NA,"cartao_flash"
"56",2022-11-10,"bela madalena",NA,"padaria",NA,-11.3,NA,"cartao_flash"
"57",2022-11-11,"meio dia barriga vazia",NA,"restaurante",NA,-45,NA,"cartao_flash"
"58",2022-11-11,"pao de acucar",NA,"supermercado",NA,-201.44,NA,"cartao_flash"
"59",2022-11-14,"bela madalena",NA,"padaria",NA,-17.38,NA,"cartao_flash"
"60",2022-12-01,"beneficio flash",NA,"entrada",NA,700,NA,"cartao_flash"
"61",2022-12-02,"pao de acucar",NA,"supermercado",NA,-116.86,NA,"cartao_flash"
"62",2022-12-17,"hub tap room anapolis",NA,"bar",NA,-70,NA,"cartao_flash"
"63",2022-12-23,"salgadinhos",NA,"restaurante",NA,-200,NA,"cartao_flash"
"64",2023-01-01,"beneficio flash",NA,"entrada",NA,700,NA,"cartao_flash"
"65",2023-01-15,"Feira",NA,"alimentos",NA,45,NA,"cartao_flash"
"66",2023-01-15,"pão de acucar",NA,"alimentos",NA,126.91,NA,"cartao_flash"
"67",2023-01-16,"pão de acucar",NA,"alimentos",NA,64.92,NA,"cartao_flash"
"68",2023-01-17,"quinta natural",NA,"restaurante",NA,41,NA,"cartao_flash"
"69",2023-01-17,"sofá café",NA,"padaria",NA,29.5,NA,"cartao_flash"
"70",2023-01-19,"siapão",NA,"padaria",NA,5.76,NA,"cartao_flash"
"71",2023-01-21,"pão de acucar",NA,"alimentos",NA,37.01,NA,"cartao_flash"
"72",2023-01-22,"feira",NA,"alimentos",NA,43,NA,"cartao_flash"
"73",2023-01-25,"pão de acucar",NA,"alimentos",NA,198.92,NA,"cartao_flash"
"74",2023-01-27,"restaurante Evi",NA,"alimentos",NA,20,NA,"cartao_flash"
"75",2023-01-29,"pão de acucar",NA,"alimentos",NA,61.49,NA,"cartao_flash"
"76",2023-01-01,"beneficio flash",NA,"entrada",NA,700,NA,"cartao_flash"
"77",2023-02-02,"west market",NA,"alimentos",NA,-7.39,NA,"cartao_flash"
"78",2023-02-04,"sesc pinheiros",NA,"alimentos",NA,-35,NA,"cartao_flash"
"79",2023-02-06,"pão de acucar",NA,"alimentos",NA,-148.42,NA,"cartao_flash"
"80",2023-02-08,"meio dia barriga vazia",NA,"alimentos",NA,-48,NA,"cartao_flash"
"81",2023-02-09,"pão de acucar",NA,"alimentos",NA,-170.02,NA,"cartao_flash"
"82",2023-02-11,"siapão",NA,"alimentos",NA,-95.7,NA,"cartao_flash"
"83",2023-02-11,"rolê",NA,"bebidas",NA,-111.7,NA,"cartao_flash"
"84",2023-02-12,"feira",NA,"alimentos",NA,-23.26,NA,"cartao_flash"
"85",2023-02-17,"pão de acucar",NA,"bebidas",NA,-322.31,NA,"cartao_flash"
"86",2023-02-17,"west market",NA,"bebidas",NA,-29.65,NA,"cartao_flash"
"87",2023-02-20,"pão de acucar",NA,"alimentos",NA,-70.08,NA,"cartao_flash"
"88",2023-02-26,"feira",NA,"alimentos",NA,-16,NA,"cartao_flash"
"89",2023-02-27,"bella madalena",NA,"alimentos",NA,-15.9,NA,"cartao_flash"
